Rank,Fund,Category,Quality,Risk,RiskBand,Recommended,Expected Holding Period,Why
193,PGIM India Flexi Cap Fund,Flexi Cap Fund,65,27,Conservative,No,5+ years,[-] Severe historical drawdown | [+] Supported by a management team
194,DSP Large Cap Fund,Large Cap Fund,55,12,Conservative,No,5+ years,[-] Inconsistent hit rate | [-] Lagging past returns
195,SBI TECHNOLOGY OPPORTUNITIES FUND,Sectoral/ Thematic,31,28,Conservative,No,5+ years,[-] Inconsistent hit rate | [-] Lagging past returns
196,Edelweiss Large Cap Fund,Large Cap Fund,52,25,Conservative,No,5+ years,[+] Favourable AUM / capacity | [-] Severe historical drawdown
197,ITI Large Cap Fund,Large Cap Fund,48,33,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
198,JM Focused Fund,Focused Fund,58,40,Balanced,No,3-5 years,[+] Supported by a management team | [-] Relatively inexperienced manager
199,ITI Pharma and Healthcare Fund,Sectoral/ Thematic,30,42,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
200,Aditya Birla Sun Life Small Cap Fund,Small Cap Fund,83,73,Aggressive,No,1-3 years,[-] Severe historical drawdown | [-] Elevated trailing volatility
201,BANK OF INDIA Small Cap Fund,Small Cap Fund,76,72,Aggressive,No,1-3 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
202,Union Small Cap Fund,Small Cap Fund,76,67,Aggressive,No,1-3 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
203,SBI Multicap Fund,Multi Cap Fund,63,22,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
204,UTI India Consumer Fund,Sectoral/ Thematic,30,49,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
205,Baroda BNP Paribas MULTI CAP FUND,Multi Cap Fund,58,37,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
206,Aditya Birla Sun Life Infrastructure Fund,Sectoral/ Thematic,29,65,Aggressive,No,1-3 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
207,Aditya Birla Sun Life Special Opportunities Fund,Sectoral/ Thematic,28,33,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
208,WhiteOak Capital Flexi Cap Fund,Flexi Cap Fund,62,25,Conservative,No,5+ years,[-] Severe historical drawdown | [+] Supported by a management team
209,Aditya Birla Sun Life Large & Mid Cap Fund,Large & Mid Cap Fund,58,44,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Lagging past returns
210,UTI Focused Fund,Focused Fund,54,35,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
211,LIC MF Flexi Cap Fund,Flexi Cap Fund,59,49,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Lagging past returns
212,Mirae Asset Healthcare Fund,Sectoral/ Thematic,27,42,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Relatively inexperienced manager
213,BARODA BNP PARIBAS Focused Fund,Focused Fund,50,51,Balanced,No,3-5 years,[+] Favourable AUM / capacity | [-] Severe historical drawdown
214,ITI Value Fund,Value Fund,45,50,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
215,PGIM India Large Cap Fund,Large Cap Fund,45,23,Conservative,No,5+ years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
216,Kotak Focused Fund,Focused Fund,46,28,Conservative,No,5+ years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
217,HSBC Multi Cap Fund,Multi Cap Fund,53,47,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Supported by a management team
218,SBI COMMA Fund,Sectoral/ Thematic,26,54,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Veteran manager with exceptional tenure
219,Aditya Birla Sun Life MNC Fund,Sectoral/ Thematic,26,48,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Lagging past returns
220,Invesco India Flexi Cap Fund,Flexi Cap Fund,56,38,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
221,Invesco India Focused Fund,Focused Fund,42,37,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
222,Baroda BNP Paribas Large and Mid Cap Fund,Large & Mid Cap Fund,54,41,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
223,Axis Value Fund,Value Fund,40,33,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Lagging past returns
224,Invesco India Largecap Fund,Large Cap Fund,41,35,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
225,Kotak Pioneer Fund,Sectoral/ Thematic,25,31,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
226,Sundaram Infrastructure Advantage Fund,Sectoral/ Thematic,24,56,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
227,UTI Dividend Yield Fund.,Dividend Yield Fund,62,35,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Veteran manager with exceptional tenure
228,HDFC Large Cap Fund,Large Cap Fund,38,21,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Fund size acting as a drag
229,Aditya Birla Sun Life Manufacturing Equity Fund,Sectoral/ Thematic,23,57,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Veteran manager with exceptional tenure
230,Kotak Contra Fund,Contra Fund,67,36,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Veteran manager with exceptional tenure
231,Motilal Oswal ELSS Tax Saver Fund,ELSS,38,79,Aggressive,No,1-3 years,[-] Severe historical drawdown | [+] Supported by a management team
232,BANK OF INDIA Flexi Cap Fund,Flexi Cap Fund,53,63,Aggressive,No,1-3 years,[+] Favourable AUM / capacity | [-] Severe historical drawdown
233,Aditya Birla Sun Life Multi Cap Fund,Multi Cap Fund,47,42,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Lagging past returns
234,UTI Infrastructure Fund,Sectoral/ Thematic,22,48,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Lagging past returns
235,SBI ESG Exclusionary Strategy Fund,Sectoral/ Thematic,22,20,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Lagging past returns
236,SBI INFRASTRUCTURE FUND,Sectoral/ Thematic,21,54,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
237,360 ONE Focused Fund,Focused Fund,38,26,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Fund size acting as a drag
238,ICICI Prudential Innovation Fund,Sectoral/ Thematic,20,33,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Veteran manager with exceptional tenure
239,HSBC Flexi Cap Fund,Flexi Cap Fund,50,43,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Veteran manager with exceptional tenure
240,ICICI Prudential Business Cycle Fund,Sectoral/ Thematic,19,18,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
241,Sundaram Large and Midcap Fund,Large & Mid Cap Fund,50,38,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Lagging past returns
242,Axis Small Cap Fund,Small Cap Fund,70,43,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
243,HSBC Large & Mid Cap Fund,Large & Mid Cap Fund,46,56,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Veteran manager with exceptional tenure
244,Aditya Birla Sun Life Value Fund,Value Fund,35,57,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Veteran manager with exceptional tenure
245,Aditya Birla Sun Life Focused Fund,Focused Fund,35,24,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Fund size acting as a drag
246,Nippon India Pharma Fund,Sectoral/ Thematic,18,35,Balanced,No,3-5 years,[+] Supported by a management team | [-] Fund size acting as a drag
247,Aditya Birla Sun Life Dividend Yield Fund,Dividend Yield Fund,50,44,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Favourable AUM / capacity
248,CANARA ROBECO LARGE CAP FUND,Large Cap Fund,34,16,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
249,JM Flexicap Fund,Flexi Cap Fund,47,48,Balanced,No,3-5 years,[-] Severe historical drawdown | [+] Supported by a management team
250,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund),Large Cap Fund,31,18,Conservative,No,5+ years,[-] Expensive TER | [-] Inconsistent hit rate
251,Parag Parikh Flexi Cap Fund,Flexi Cap Fund,44,0,Conservative,No,5+ years,[-] Relatively inexperienced manager | [-] Fund size acting as a drag
252,BARODA BNP PARIBAS ELSS Tax Saver Fund,ELSS,35,33,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
253,Mahindra Manulife Focused Fund,Focused Fund,31,29,Conservative,No,5+ years,[-] Expensive TER | [-] Severe historical drawdown
254,UTI Flexi Cap Fund,Flexi Cap Fund,41,23,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Severe historical drawdown
255,HSBC Large Cap Fund,Large Cap Fund,28,28,Conservative,No,5+ years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
256,Axis ELSS Tax Saver Fund,ELSS,32,28,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Fund size acting as a drag
257,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund,Sectoral/ Thematic,18,41,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Elevated trailing volatility
258,ICICI Prudential MidCap Fund,Mid Cap Fund,71,54,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Elevated trailing volatility
259,BANDHAN Flexi Cap Fund,Flexi Cap Fund,38,24,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Severe historical drawdown
260,UTI Healthcare Fund,Sectoral/ Thematic,17,40,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Elevated trailing volatility
261,Motilal Oswal Flexi cap Fund,Flexi Cap Fund,35,46,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
262,Invesco India Midcap Fund,Mid Cap Fund,68,49,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
263,HDFC Focused Fund,Focused Fund,27,2,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
264,Taurus Large Cap Fund,Large Cap Fund,24,35,Balanced,No,3-5 years,[+] Favourable AUM / capacity | [-] Solo management risk
265,Nippon India Power & Infra Fund,Sectoral/ Thematic,16,73,Aggressive,No,1-3 years,[+] Supported by a management team | [-] Severe historical drawdown
266,SBI PSU Fund,Sectoral/ Thematic,15,87,Aggressive,No,1-3 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
267,DSP India T.I.G.E.R. Fund,Sectoral/ Thematic,14,74,Aggressive,No,1-3 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
268,Axis Midcap Fund,Mid Cap Fund,64,43,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
269,Tata Mid Cap Fund,Mid Cap Fund,61,48,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
270,HDFC Dividend Yield Fund,Dividend Yield Fund,38,40,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
271,Invesco India Large & Mid Cap Fund,Large & Mid Cap Fund,42,41,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
272,Franklin India Opportunities Fund,Sectoral/ Thematic,14,43,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
273,ICICI Prudential Banking and Financial Services Fund,Sectoral/ Thematic,13,5,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
274,Mirae Asset Large Cap Fund,Large Cap Fund,21,20,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Fund size acting as a drag
275,ICICI Prudential Manufacturing Fund,Sectoral/ Thematic,12,58,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
276,Taurus Mid Cap Fund,Mid Cap Fund,57,65,Aggressive,No,1-3 years,[-] Lagging past returns | [-] Expensive TER
277,SBI FOCUSED FUND,Focused Fund,23,7,Conservative,No,5+ years,[-] Relatively inexperienced manager | [+] Excellent downside protection
278,Mirae Asset Focused Fund,Focused Fund,19,24,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Expensive TER
279,HDFC Defence Fund,Sectoral/ Thematic,11,100,Aggressive,No,1-3 years,[-] Elevated trailing volatility | [+] Excellent downside protection
280,Kotak ELSS Tax Saver Fund,ELSS,30,36,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Relatively inexperienced manager
281,LIC MF Infrastructure Fund,Sectoral/ Thematic,10,84,Aggressive,No,1-3 years,[-] Severe historical drawdown | [-] Elevated trailing volatility
282,HSBC Tax Saver Equity Fund,ELSS,28,37,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Inconsistent hit rate
283,Mirae Asset Great Consumer Fund,Sectoral/ Thematic,10,53,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
284,quant Small Cap Fund,Small Cap Fund,65,68,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
285,Taurus Flexi Cap Fund,Flexi Cap Fund,32,38,Balanced,No,3-5 years,[-] Lagging past returns | [-] Severe historical drawdown
286,HDFC Small Cap Fund,Small Cap Fund,61,50,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
287,Aditya Birla Sun Life Consumption Fund,Sectoral/ Thematic,9,39,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
288,SBI Equity Minimum Variance Fund,Sectoral/ Thematic,8,38,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
289,HDFC ELSS Tax saver,ELSS,25,14,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
290,ITI Multi Cap Fund,Multi Cap Fund,42,54,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
291,Axis Multicap Fund,Multi Cap Fund,37,37,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
292,HDFC Value Fund,Value Fund,30,34,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Fund size acting as a drag
293,ITI Mid Cap Fund,Mid Cap Fund,54,59,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
294,ICICI Prudential Dividend Yield Equity Fund,Dividend Yield Fund,25,24,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Relatively inexperienced manager
295,Kotak Flexicap Fund,Flexi Cap Fund,29,27,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Expensive TER
296,SBI Large Cap FUND,Large Cap Fund,17,19,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Expensive TER
297,Edelweiss Recently Listed IPO Fund,Sectoral/ Thematic,7,62,Aggressive,No,1-3 years,[+] Favourable AUM / capacity | [-] Severe historical drawdown
298,Franklin India Focused Equity Fund,Focused Fund,15,25,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
299,ICICI Prudential ELSS Tax Saver Fund,ELSS,22,26,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
300,Kotak Midcap Fund,Mid Cap Fund,50,49,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
301,Aditya Birla Sun Life Large Cap Fund,Large Cap Fund,14,24,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Relatively inexperienced manager
302,Nippon India Taiwan Equity Fund,Sectoral/ Thematic,6,93,Aggressive,No,1-3 years,[-] Lagging past returns | [+] Favourable AUM / capacity
303,ICICI Prudential Large & Mid Cap Fund,Large & Mid Cap Fund,38,20,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
304,Motilal Oswal Midcap Fund,Mid Cap Fund,46,64,Aggressive,No,1-3 years,[-] Severe historical drawdown | [-] Fund size acting as a drag
305,Nippon India Growth Mid Cap Fund,Mid Cap Fund,43,49,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Fund size acting as a drag
306,ITI Small Cap Fund,Small Cap Fund,57,58,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
307,ICICI Prudential Multicap Fund,Multi Cap Fund,32,30,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
308,ICICI Prudential Technology Fund,Sectoral/ Thematic,6,34,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
309,Bandhan Value Fund,Value Fund,25,28,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
310,CANARA ROBECO ELSS TAX SAVER,ELSS,20,31,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
311,Invesco India Smallcap Fund,Small Cap Fund,52,56,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
312,Axis Focused Fund,Focused Fund,12,34,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
313,Mahindra Manulife Multi Cap Fund,Multi Cap Fund,26,46,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
314,Franklin India ELSS Tax Saver Fund,ELSS,18,27,Conservative,No,5+ years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
315,Edelweiss Small Cap Fund,Small Cap Fund,48,55,Balanced,No,3-5 years,[-] Expensive TER | [-] Severe historical drawdown
316,ICICI Prudential Smallcap Fund,Small Cap Fund,43,54,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
317,HDFC Large and Mid Cap Fund,Large & Mid Cap Fund,35,39,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Fund size acting as a drag
318,Tata India Consumer Fund,Sectoral/ Thematic,5,42,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
319,quant Flexi Cap Fund,Flexi Cap Fund,26,65,Aggressive,No,1-3 years,[+] Supported by a management team | [-] Severe historical drawdown
320,Axis Flexi Cap Fund,Flexi Cap Fund,24,35,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
321,Nippon India Large Cap Fund,Large Cap Fund,10,20,Conservative,No,5+ years,[-] Relatively inexperienced manager | [-] Fund size acting as a drag
322,UTI Transportation and Logistics Fund,Sectoral/ Thematic,4,58,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [+] Favourable AUM / capacity
323,CANARA ROBECO LARGE AND MID CAP FUND,Large & Mid Cap Fund,31,36,Balanced,No,3-5 years,[-] Severe historical drawdown | [-] Fund size acting as a drag
324,Nippon India Focused Fund,Focused Fund,8,27,Conservative,No,5+ years,[-] Severe historical drawdown | [-] Fund size acting as a drag
325,SBI Small Cap Fund,Small Cap Fund,39,50,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
326,Aditya Birla Sun Life Flexi Cap Fund,Flexi Cap Fund,21,29,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
327,Invesco India Contra Fund,Contra Fund,33,36,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
328,UTI Large Cap Fund,Large Cap Fund,7,19,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
329,SBI MIDCAP FUND,Mid Cap Fund,39,34,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
330,UTI Mid Cap Fund,Mid Cap Fund,36,57,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
331,UTI Large & Mid Cap Fund,Large & Mid Cap Fund,27,34,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
332,HDFC Mid Cap Fund,Mid Cap Fund,32,35,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
333,PGIM India Midcap Fund,Mid Cap Fund,29,39,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
334,ICICI Prudential Focused Equity Fund,Focused Fund,4,28,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Severe historical drawdown
335,ICICI Prudential Flexicap Fund,Flexi Cap Fund,18,35,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
336,Bandhan Large & Mid Cap Fund,Large & Mid Cap Fund,21,35,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
337,HDFC Multi Cap Fund,Multi Cap Fund,21,44,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
338,Axis Large & Mid Cap Fund,Large & Mid Cap Fund,21,27,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Severe historical drawdown
339,Aditya Birla Sun Life ELSS Tax Saver Fund,ELSS,15,32,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
340,SBI Dividend Yield Fund,Dividend Yield Fund,12,28,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
341,Kotak Large & Midcap Fund,Large & Mid Cap Fund,15,34,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
342,Aditya Birla Sun Life Digital India Fund,Sectoral/ Thematic,3,42,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
343,CANARA ROBECO SMALL CAP FUND,Small Cap Fund,35,58,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
344,Taurus Infrastructure Fund,Sectoral/ Thematic,2,66,Aggressive,No,1-3 years,[-] Inconsistent hit rate | [-] Solo management risk
345,HSBC Midcap Fund,Mid Cap Fund,25,65,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
346,Kotak Small Cap Fund,Small Cap Fund,30,66,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Expensive TER
347,BANDHAN SMALL CAP FUND,Small Cap Fund,26,65,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Expensive TER
348,Motilal Oswal Large and Midcap Fund,Large & Mid Cap Fund,12,74,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
349,Nippon India Small Cap Fund,Small Cap Fund,22,63,Aggressive,No,1-3 years,[-] Relatively inexperienced manager | [-] Fund size acting as a drag
350,Franklin India Small Cap Fund,Small Cap Fund,17,64,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Relatively inexperienced manager
351,Nippon India ELSS Tax Saver Fund,ELSS,12,38,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
352,DSP Midcap Fund,Mid Cap Fund,21,56,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Relatively inexperienced manager
353,Nippon India Multi Cap Fund,Multi Cap Fund,16,35,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Fund size acting as a drag
354,Tata Value Fund,Value Fund,20,45,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
355,Kotak Multicap Fund,Multi Cap Fund,11,49,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
356,Sundaram Mid Cap Fund,Mid Cap Fund,18,49,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
357,DSP Flexi Cap Fund,Flexi Cap Fund,15,33,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
358,quant ELSS Tax Saver Fund,ELSS,10,66,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
359,Nippon India Flexi Cap Fund,Flexi Cap Fund,12,36,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
360,Mirae Asset Large & Midcap Fund,Large & Mid Cap Fund,8,39,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
361,SBI ELSS Tax Saver FUND,ELSS,6,28,Conservative,No,5+ years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
362,Mirae Asset ELSS Tax Saver Fund,ELSS,6,29,Conservative,No,5+ years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
363,CANARA ROBECO FLEXICAP FUND,Flexi Cap Fund,7,27,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
364,SBI Flexicap Fund,Flexi Cap Fund,7,21,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
365,Kotak Large Cap Fund,Large Cap Fund,3,24,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
366,UTI Value Fund,Value Fund,15,28,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
367,quant Mid Cap Fund,Mid Cap Fund,14,68,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Expensive TER
368,Nippon India Value Fund,Value Fund,10,35,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
369,quant Multi Cap Fund,Multi Cap Fund,5,67,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Expensive TER
370,HSBC Small Cap Fund,Small Cap Fund,13,74,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Severe historical drawdown
371,ICICI Prudential Infrastructure Fund,Sectoral/ Thematic,2,45,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Severe historical drawdown
372,Mirae Asset Midcap Fund,Mid Cap Fund,11,58,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
373,Franklin India Flexi Cap Fund,Flexi Cap Fund,3,26,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Relatively inexperienced manager
374,DSP Large & Mid Cap Fund,Large & Mid Cap Fund,4,33,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Relatively inexperienced manager
375,Edelweiss Mid Cap Fund,Mid Cap Fund,7,46,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Expensive TER
376,Tata Small Cap Fund,Small Cap Fund,9,60,Balanced,No,3-5 years,[-] Expensive TER | [-] Fund size acting as a drag
377,Tata Digital India Fund,Sectoral/ Thematic,1,49,Balanced,No,3-5 years,[-] Expensive TER | [-] Fund size acting as a drag
378,Franklin India Mid Cap Fund,Mid Cap Fund,4,42,Balanced,No,3-5 years,[-] Fund size acting as a drag | [-] Relatively inexperienced manager
379,DSP ELSS Tax Saver Fund,ELSS,2,30,Conservative,No,5+ years,[-] Fund size acting as a drag | [-] Expensive TER
380,DSP Small Cap Fund,Small Cap Fund,4,69,Aggressive,No,1-3 years,[-] Fund size acting as a drag | [-] Relatively inexperienced manager
381,HSBC Value Fund,Value Fund,5,43,Balanced,No,3-5 years,[-] Relatively inexperienced manager | [-] Fund size acting as a drag
